5	0.00561994192895578
6	0.0124209390503964
7	0.00892624772237212
11	0.0333253566481495
12	0.0336839325323339
14	0.00575366570662051
15	0.011314831291346
18	0.00598907548835522
19	0.00221249616128078
20	0.036606887171108
35	0.0322075243534693
36	0.00588832498492935
37	0.0175935057459466
38	0.0297221996025654
39	0.031178559145358
45	0.00101966499765456
46	8.54946531899589e-05
49	0.00970918211898609
50	2.23089290574281e-05
60	0.0113303311064024
70	0.0337573597738415
104	0.0323806658786429
111	0.0319025116485152
112	0.00721548085662073
114	0.0245234934604983
115	0.000117669330681115
116	0.000769707620461204
117	0.0407439816770833
135	0.0268764204551137
142	0.00284929003349642
145	0.000245258164829326
146	0.019397402700858
147	0.0163725778398458
