id	filename	md5	size	state
0a7a0381-9579-4b5c-acc5-280493224edf	TCGA-CJ-4902-01A-01-BS1.f1653166-c1d2-4764-bd29-a2dbf56cd7a6.svs	8660879578d24d76a138b7e4df3f7cd5	293944597	live
0aa01ab0-c8d2-4305-a36f-7d38a717ed9e	TCGA-BP-5183-01A-01-BS1.0dbc5d45-0bc8-4930-b98e-be88495a6919.svs	fc993e513b6d20300d6577e5486e8aef	166622695	live
0b2cbd97-4061-407f-ba3c-879e69262405	TCGA-B0-4833-11A-01-BS1.5b02ca40-2ee2-4662-bced-921a2604f28e.svs	d90f11ba37aadd2c0dbb8fe1eeea1292	246978105	live
0b67ee9b-dace-4489-9736-25931d3dac17	TCGA-BP-5168-01A-01-BS1.e3971d03-2b41-470c-b2cc-f77f6c85c4d8.svs	52b0866f2d2aadefe0a9f7f76fc43b1a	243700049	live
0b7c3022-bcfb-49f8-81a9-1c3119b07206	TCGA-BP-4756-01A-01-BS1.8a52d360-19d4-47d4-b3c7-16473aef4b2b.svs	d2e2e0043fb425c428340667bb81430e	366703087	live
0bb7d900-d8ea-45d8-8a15-0bf06fbbfcea	TCGA-B8-5165-01A-01-TS1.d14dd359-6e89-4c04-8d59-2a6787400778.svs	dcde806a8c5b65f55c602b1aafabbd6f	92342277	live
0bfd483b-863b-4c03-a69e-65d49e5821e0	TCGA-B0-4688-01A-01-TS1.578195f9-af10-45df-917c-624c71b96e93.svs	955144652378fefd452e1159630cfde6	562159923	live
0c098ee8-5df2-4ad2-a9be-8cc24805f5b6	TCGA-BP-5175-11A-01-TS1.2204379a-4bca-49a7-864d-83251ad4ffca.svs	280852ab69c672b8ced99a69fde947cc	98264621	live
0c6b658a-56a5-49f8-8cf5-dd5f8caa941a	TCGA-CW-6088-11A-01-TS1.7234478c-6cfb-4c54-84b8-5bf9423f2bd6.svs	30db56d2e5627848c3660d073cecca94	121257607	live
0c778e4e-4515-4a21-8c26-2826a14e962c	TCGA-CJ-5682-01A-01-TS1.819c5c29-4fa0-4095-ab3e-1d592eb4ca52.svs	ff45965df59b13693b64f7170b4f3e2f	202769245	live
0c799a44-bc89-4534-ba06-b25384744a09	TCGA-AS-3778-01A-01-TS1.a5e5e753-2d41-4f59-a14f-47fe20327fe0.svs	c3218212288ddafc645a9a870da549ea	76395505	live
0c8f7d88-1901-4f00-9f3c-5ef6ac512080	TCGA-B8-5162-01A-01-TS1.992c3f3b-b087-4c5b-b28d-ca95864b2f43.svs	a9d729f484918a55e9cb42ab430c96f8	33064321	live
0c92f65b-0d66-408c-ab0d-131bb0b583ad	TCGA-CJ-5678-11A-01-TS1.2b027ad4-be29-4e57-a554-ac7c26547e3c.svs	c50dac1d262539c37d021c760e806626	393599631	live
0cb93241-3743-4167-bd66-e9b9bf69c8f5	TCGA-B0-5104-01A-01-BS1.8e5b29fe-50e5-4d67-910a-80f187abd6b8.svs	7308540bffaeeb46d991edf2264bb550	302979103	live
0cb9e799-4694-486a-9764-33667340faf7	TCGA-B0-5077-11A-01-TS1.7093181e-930f-471e-8f55-1826e18ef1ee.svs	f2a1608c66767278ee453f01c9d7427c	81246337	live
0cfcb045-1adf-43f9-9a33-a6f1aa0d64e5	TCGA-BP-4330-01A-01-BS1.0d1da539-6dc4-4c5e-ba64-ce3d6a503fc0.svs	4c37d93167e96a6b27908679aef99b87	233719881	live
0d2288d6-5a63-405b-9499-8b16061112df	TCGA-A3-3336-11A-01-TS1.3b7a8e85-7512-4ad8-8b55-739bff79e0f5.svs	9dc51844b6b117d2a1e4055ab2099872	127958949	live
0d35d406-cd69-4ad6-bea2-c84ad5b4b19b	TCGA-B0-4691-01A-01-BS1.37c026ae-98ed-439c-abe1-b4c0f41650f0.svs	8d9396fd8a847be11c8b87f90540f8e1	42877361	live
0d4818cd-161f-4863-935c-1cefe5139677	TCGA-BP-4326-01A-01-TS1.dc2a9f85-cdd7-4d1f-8ddf-0d441be553e9.svs	2f99eccf830db37b544cfebe08e6d811	457752967	live
0d57bee8-6f7d-4a17-8e7d-01400a457665	TCGA-B0-4694-01A-01-TS1.f191128c-8621-433e-9ea4-332010a66380.svs	8cae45eb5f894f09da0ac0a09c35cb11	133061513	live
0d76cda0-dbb5-437c-9e89-de8f58a92e35	TCGA-B0-5691-01A-01-TS1.1880b48e-e6ee-4c6b-9a13-28e48bc89d02.svs	6e9819f67a9352cdcb6cdc8d90e39306	115309349	live
0d7efc3e-ee8b-4ea2-a6cd-622a113d583e	TCGA-B0-4834-01A-01-TS1.388818dc-ca43-4a90-a8b9-d3428ddba90c.svs	0baef1bb2b9001e2849a8af1362bc0a8	168469159	live
0e3f3d9f-6d97-4068-a5f8-1064439c5abc	TCGA-B0-4696-11A-01-BS1.6a956f2d-0040-498f-b0e6-68839fe8f668.svs	1eb0917dbc00425b198faa813ab70344	188708411	live
0e5bbd2d-12cc-4983-8dcf-b87dbdabb8a9	TCGA-B0-5705-11A-01-TS1.141dcf3c-4159-4b84-bf4c-4ae7cf5dbdd3.svs	a819df5d8c5a9b6d487209c623bff4d5	175032833	live
0e5c1ba3-e747-4c6f-94bd-889fdb4546d3	TCGA-B0-4843-11A-01-BS1.bbbd0848-6037-464f-99ed-18880abeae24.svs	4af666f9bdaf593c0b446a51e03f33f1	212228477	live
0e7eedff-194e-4f20-9b24-c9ac9533dd37	TCGA-B0-5713-11A-01-TS1.46e0ae33-474f-4ad8-95e9-359c05a8a272.svs	6bbd7a583984fe10098661cff0c5291b	118286061	live
0e8bc53c-9285-4f63-b6e0-fbb6ff6b2fcf	TCGA-CJ-4888-11A-01-TS1.bdcc33bd-5926-492a-a863-adc8e0d3d2a4.svs	b28d49161a9c41c2129862b1c4d3588f	302037749	live
0eb9a07b-94a1-40fa-ad90-214d585d7de1	TCGA-BP-4340-01A-01-BS1.479bd679-8dd5-43ad-a64a-cb746a66946e.svs	c07c1d16f5dde00d3eb3781892539c19	426937381	live
0ec7e899-32c7-4cb0-9e95-3708fdd5802c	TCGA-CJ-6030-11A-01-TS1.9be20b43-0879-4510-8775-0bab2d15b48d.svs	45b4dbe5fed80f53f99dc7d8b16a7fee	237571951	live
0f136544-84c9-4765-b7ab-963444a3ca2d	TCGA-BP-4331-11A-01-BS1.ee32a3e3-4475-450a-819b-60bd8ea2ee74.svs	efae4ee49ce705790b31bb20c195e51b	99545591	live
0f4fe9c2-9b65-46ea-abcc-fe2e264b687d	TCGA-BP-5177-11A-01-TS1.03989f60-52d7-459a-b57a-b024fe5798ae.svs	6c7476f9f54ac5b32e4d13b7bc93a19f	296394015	live
0f836d51-aede-4f5c-83f3-25ac07828415	TCGA-B4-5844-01A-01-TS1.35b6807b-2f76-4e75-888c-8d52a3b76246.svs	339e343b1d05f8d595137d31140526a4	83469789	live
0f8381b7-f1dc-411d-8819-9fb221095de3	TCGA-BP-4342-01A-01-BS1.5184277c-93d5-4e3c-b13e-a2f83f74a724.svs	5e3fdeaeed56d23247be72896859228a	202745515	live
0f979a6a-8b78-49e0-ae3c-f5c8ed86992b	TCGA-CZ-4853-11A-01-BS1.2ee111b7-0f81-4b47-ab81-11f9ebc0767d.svs	d98e413bd8a58e265f3ec7aded1ced95	271033799	live
0f9bde22-f0ba-4e95-8845-7d16618a2053	TCGA-AK-3443-01A-02-BS2.9a5b9b5e-aaac-4226-b88b-1c063a2a91e7.svs	855303f75073a12210af22ec2d656c34	55997511	live
0fa966ff-27ad-49da-be19-a7cc4cd20a56	TCGA-CJ-6027-11A-01-TS1.9d49bfd9-6cf8-436a-9525-98959c62a755.svs	fd4d8c4f862c7bc675bdcd9f02bdce10	150585891	live
0fca1087-5f26-462d-af39-296e485bdbf7	TCGA-B0-5692-01A-01-BS1.3d4d604f-ecb0-4089-a803-694a859c3cba.svs	ae04172501b4a1898dcacd52ebad88e6	122476517	live
0fcc9ed4-5784-4a86-982f-2fce680d15f0	TCGA-CJ-4884-01A-01-TS1.c1c3e25d-ed6a-4373-a131-0456c54bd65a.svs	70f860a304461d3df328013529cdfe55	248718689	live
0fccdf9b-352e-4b08-a14c-fe268742456e	TCGA-B0-4815-01A-01-BS1.a9b09080-d617-4aa7-987e-ee5b2a954feb.svs	de01c32661fe60af95f4c575213015d5	288003725	live
0fce5eb1-5c0e-4433-a04b-f35e21ece314	TCGA-A3-3313-01A-01-TS1.7097e2d3-1ffd-477e-a7a6-ce1d3180b50c.svs	65ffe28539c118cf2e2352fd63ce8b72	173548429	live
0fdf4256-b5bf-45b2-9c4a-dd7d7317f18c	TCGA-AK-3445-01A-01-BS1.0496009e-99c6-41d3-97ab-620e332de516.svs	6769e002a24e973fafb8987dbd51d495	108520499	live
0fe347eb-edab-4b5e-a33b-bbeb421dbb42	TCGA-BP-5189-11A-01-TS1.3fd95971-6fcd-4b7e-a24e-324ccb8abe89.svs	ef9afa37263382585dcf94ca86d1b466	166132127	live
0ff145c3-a66f-42e5-8d84-1a97540f3b64	TCGA-BP-4335-01A-01-TS1.24bf0a57-d22d-48d4-99d4-242a72ec476c.svs	651645aaf307d415ea110f5e7fcf6d66	364089719	live
0ff2ebd9-1692-41c2-bff5-50f19f2467db	TCGA-A3-3378-01A-01-BS1.a3439d1a-7f23-4cb0-b940-d2e8f27ab13e.svs	de93aa8b6a38ffdf55b49437ea7a6146	161472429	live
0fff4f64-13e1-4333-8779-87e43a2ab294	TCGA-CJ-4889-01A-01-TS1.f5486071-82d6-4c34-a9bb-5c88834ab7c4.svs	4431abb7bef86e0597bee5a18190fb70	99916239	live
101b717d-627a-47f7-bdac-8979e99d7f7c	TCGA-B0-5700-11A-01-TS1.154aee04-976c-42a3-b5dc-2dfbd52b54cd.svs	275f152fae1e8ca54f7c98d37c7573d8	126714171	live
1045eae3-4aa8-4f3e-9684-5b62f08f54e9	TCGA-BP-4346-11A-01-TS1.f09ecda2-cab1-4f2b-a616-26f9ce4fd479.svs	1236a234c7b370d574195beb283affd0	336963175	live
10929782-676c-4b7b-9b3e-3418f57ee0ac	TCGA-CJ-6028-11A-01-TS1.84a1687a-2521-4309-b001-26fedfa72555.svs	23a52017f12ec2c50b3310d668ebe0f8	141750259	live
10f71ed5-392c-4fbd-9fba-7972e58da5b9	TCGA-BP-4789-11A-01-TS1.c6a5c793-2b7c-4874-b52e-ccfa336888b1.svs	866c0b18d875f7ac6d7a2e5b5456464e	113628545	live
118112ea-8407-4467-9828-b90be7a5ca2b	TCGA-CJ-4895-01A-01-BS1.6fbce707-0c73-42c0-851d-e4796eab29bd.svs	fb7bf1cfacb164909859d7578d1c8d88	332338179	live
1184b975-7934-44ce-b99e-3c1d87a771ec	TCGA-CZ-5461-11A-01-TS1.9c7ac852-d4ff-4a4e-9376-be598abec803.svs	2168f0692e29e17a30d94c0e7ac8ad4d	166860987	live
118849bc-9f4b-42fb-9271-b0fa2f1a786c	TCGA-BP-5182-01A-01-BS1.0bea321a-422f-42e1-9272-f842f4afd841.svs	fe5f9e67b4791e05809f5d5372c0f20a	104178633	live
119f3be0-28f1-42bb-bbab-0a7f276ab28f	TCGA-B0-4816-01A-01-BS1.37853c1e-a5f1-4019-b751-07660f7a99f3.svs	9f41f4c255fe2d870c7fef711dec041e	463653051	live
11d4e2cf-96b9-4d5c-bf18-571a6479b033	TCGA-B0-4837-01A-01-BS1.6fe02c11-0cbc-48dc-beec-bbf6218d7792.svs	47937b7e3124264f764aa1438e97b472	213952877	live
1241398b-78e4-42cc-98b5-ae9e4eca7683	TCGA-B0-5711-11A-01-TS1.d0be5d32-d4ab-4b1d-950d-85f1ff765ddd.svs	cdc696548a521b0bc87d77346dac9356	209732777	live
12421f57-8da6-4852-ad09-8bd62b60035b	TCGA-B0-4813-11A-01-TS1.eb7b8077-8ca9-498c-bee5-7e7bc04bde2a.svs	c0b1ff7b7b65070416b15d72fe83192d	156556327	live
12566aad-10f0-4fa8-a367-3edc890122b4	TCGA-CZ-4859-11A-01-TS1.7cf05654-8079-4bb6-b5f3-1cb1bd27f635.svs	c05a9a5c861bc33cf26f08d9832d42b4	79424703	live
1283b917-e397-46d9-bb90-5c12fb083f58	TCGA-A3-3372-01A-02-BS2.326c7875-3588-4778-b0fc-e496a97cbea4.svs	f9637d4332295ae450d612982d39af0c	63398789	live
12dd0bd1-30f6-4a52-9f93-d3edd5f86b1b	TCGA-BP-4776-01A-01-TS1.0f533848-b99f-46f6-8694-78cf38409cd7.svs	a09e9baa5868d83dde55bbe8a9de569c	135745961	live
12e354a1-10df-4175-baf4-414744adf797	TCGA-AK-3436-01A-01-BS1.4e91e3f2-5d3e-4b63-84f6-1ab5d1ea36f0.svs	058a81707e552963c43d7a347ffca397	127604067	live
135177e5-bc6d-4e01-9145-48b96281265d	TCGA-BP-4981-11A-01-TS1.e9abd967-34dd-4d02-ab9b-2062060f4bf7.svs	315686a4284d91490d55b5943d3681eb	279637611	live
